"1.5","0.10513519809241459","-0.307949947825209"
"1.55","0.09047187417345148","-0.27858105620726104"
"1.6","0.07727177793709746","-0.24952695149155213"
"1.6500000000000001","0.06550427339064939","-0.22136315831401687"
"1.7000000000000002","0.05511297434503242","-0.19454480291176968"
"1.7500000000000002","0.04602163515236318","-0.1694124032793759"
"1.8000000000000003","0.03813966645811068","-0.146200919630933"
"1.8500000000000003","0.03136713659030858","-0.12505112490006354"
"1.9000000000000004","0.025599165061733868","-0.10602240850227096"
"1.9500000000000004","0.02072965687154631","-0.08910621687127987"
"2.0000000000000004","0.016654363312194345","-0.07423944972977797"
"2.0500000000000003","0.013273285838241505","-0.061317260568894555"
"2.1","0.010492463787669985","-0.05020484344313465"
"2.15","0.008225204373461302","-0.04074791758091126"
"2.1999999999999997","0.006392824765520424","-0.03278173999376327"
"2.2499999999999996","0.004924981918054641","-0.02613857967392278"
"2.2999999999999994","0.003759666904197029","-0.02065367239214612"
"2.349999999999999","0.0028429378299656407","-0.01616974148732674"
"2.399999999999999","0.0021284598625569153","-0.012540217709609142"
"2.449999999999999","0.0015769134280831008","-0.009631321525168865"
"2.4999999999999987","0.0011553230260025577","-0.007323186465693415"
"2.5499999999999985","8.363500670706994E-4","-0.005510204686510816"
"2.5999999999999983","5.975842294032867E-4","-0.004100768650741517"
"2.649999999999998","4.208594662600091E-4","-0.003016568492883898"
"2.699999999999998","2.91613281467207E-4","-0.002191585639795522"
"2.749999999999998","1.983013886364941E-4","-0.0015709018577583138"
"2.7999999999999976","1.3187446370269704E-4","-0.0011094208430266928"
"2.8499999999999974","8.531938261675025E-5","-7.705781634979744E-4"
"2.8999999999999972","5.32640439308505E-5","-5.250957787056377E-4"
"2.949999999999997","3.164250591098755E-5","-3.498201435163118E-4"
"2.999999999999997","1.741559254737954E-5","-2.266683606058169E-4"
"3.0499999999999967","8.341205521720063E-6","-1.416950644213334E-4"
"3.0999999999999965","2.7881840138590902E-6","-8.428358578581262E-5"
"3.1499999999999964","-4.124457465601734E-7","-4.6458224485684424E-5"
"3.199999999999996","-2.0847070071883253E-6","-2.230983255491825E-5"
"3.249999999999996","-2.798802583628361E-6","-7.524033425961192E-6"
"3.299999999999996","-2.940970075512992E-6","1.0000814336883319E-6"
"3.3499999999999956","-2.766271524001273E-6","5.453358952988501E-6"
"3.3999999999999955","-2.4379037341021642E-6","7.3543321733695E-6"
"3.4499999999999953","-2.0560232585579374E-6","7.732693402465434E-6"
"3.499999999999995","-1.678538923684785E-6","7.268717022208188E-6"
"3.549999999999995","-1.3358458776054251E-6","6.397550510840764E-6"
